row ID,row m/z,row retention time
530,737.498017031376,16.853855
538,746.521037436861,16.962883
514,746.58887011125,16.594433
565,748.549647602724,17.735384
667,750.557530105997,19.626999
554,751.478743030242,17.2218
518,752.480117504331,16.676916
153,754.353444516995,6.39015
593,756.544742253371,18.016201
428,765.433971312482,14.529717
348,767.452724595315,13.371628
548,773.459733375879,17.089993
531,773.521057974559,16.866816
576,773.556033814116,17.880424
647,774.559348331135,19.046032
472,778.547031722041,15.745584
614,782.558215853755,18.599117
674,782.564838413643,19.797216
521,786.595156944003,16.715134
587,787.536701115123,17.91725
589,790.580396580823,17.952002
473,792.52635203053,15.745584
425,795.446248104023,14.483978
529,795.496469302347,16.83925
577,795.538191754334,17.88656
361,797.464754806823,13.222523
566,801.553732382903,17.757317
568,804.56221134347,17.795906
573,809.518867580657,17.86545
595,810.521507578245,18.04442
582,831.502158470386,17.900143
584,831.56126680949,17.9151
645,831.597174170581,19.0067
545,836.587247397885,17.041517
615,845.576896869122,18.60836
569,847.569283377013,17.802382
599,847.571522004133,18.225
655,848.623005456196,19.170023
553,850.569518153052,17.19935
491,851.393303822218,15.989516
579,853.540577115351,17.889818
641,853.579857220134,18.96905
616,862.603487849622,18.622684
626,867.561020025954,18.81226
617,868.563325275812,18.632822
639,889.543609911738,18.946625
688,889.636189405741,19.936794
648,891.62612531912,19.081366
588,894.628235680606,17.937634
661,903.616714980779,19.400568
633,905.611842340021,18.855999
408,911.490694125241,14.054167
624,911.582033038274,18.730232
347,913.511035304063,13.001186
397,920.416214940331,13.866917
678,920.645552992406,19.843052
452,922.43247704959,15.0121
695,925.602244018374,19.98816
303,931.621968388165,12.0525055
374,941.504664363116,13.594659
318,943.519965549718,12.398522
338,943.522269344067,12.898082
687,947.585501643037,19.927725
630,952.669788102175,18.833485
261,957.496478056236,10.848936
237,959.509502243705,10.172691
314,959.515239968628,12.297085
682,963.650562346527,19.875816
325,965.498550619056,12.554128
604,966.652145933243,18.42785
694,969.624525670155,19.986418
375,1031.58684442653,13.606226
203,1107.55331683805,8.870716
190,1269.60198859868,8.269857
